id	link	headline	p1	pub_date	text_date
115	http://www.breitbart.com/london/2017/09/14/global-study-more-people-say-immigration-negative-biggest-change-sweden/?utm_source=facebook&utm_medium=social	Global Study: Immigration a â€˜Majorâ€™ Concern Across 25 Countries, Majority Doubt â€˜Refugeeâ€™ Claims	A survey of 25 nations has revealed that countries with higher levels of immigration are changing their attitudes towards it fastest.	2017-09-14	2017-09-14
116	http://www.breitbart.com/big-government/2017/09/14/democrats-trump-okd-amnesty-dream-bill-3-3-million-illegals/?utm_source=facebook&utm_medium=social	Democrats: Trump-OKâ€™d Amnesty â€˜Dreamâ€™ Bill For 3.3 Million Illegals	President Donald Trump is offering amnesty and citizenship to at least 3.7 million illegal aliens and foreign residents, not just to the 800,000 DACA illegals, according to statements from Sen. Chuck Schumer and Rep. Nancy Pelosi.	2017-09-14	2017-09-14
117	http://www.breitbart.com/video/2017/09/13/trump-rich-will-not-gaining-tax-plan/?utm_source=facebook&utm_medium=social	Trump: â€˜The Rich Will Not Be Gaining at Allâ€™ With My Tax Plan	Wednesday at the White House, President Donald Trump argued that the rich â€œwill not be gaining at allâ€ with his proposed tax plan.	2017-09-13	2017-09-13
118	http://www.breitbart.com/texas/2017/09/15/dallas-removes-statue-confederate-gen-robert-e-lee-park/?utm_source=facebook&utm_medium=social	Dallas Removes Statue of Confederate Gen. Robert E. Lee from Park	Dallas officials brought in crews late Thursday afternoon to remove Â the historical statue of Confederate General Robert E. Lee from a public park.	2017-09-15	2017-09-15
119	http://www.breitbart.com/london/2017/09/16/90-per-cent-asylum-seekers-austria-end-welfare/?utm_source=facebook&utm_medium=social	90 Per Cent Of Asylum Seekers In Austria End Up On Welfare	Austrian Interior Minister Wolfgang Sobotka is resisting EU efforts to increase his countryâ€™s migrant quota, claiming that 90 per cent of asylum seekers in Austria end up on welfare benefits and strain the system.	2017-09-16	2017-09-16
120	http://www.breitbart.com/sports/2017/09/15/espnprez-sends-internal-memo-staff-says-espn-not-political-organization/?utm_source=facebook&utm_medium=social	ESPN Prez Sends Internal Memo to Staff, Says ESPN Is â€˜Not a Political Organizationâ€™	Reports of ESPNâ€™s demise is an entertainment sports programming network, and itâ€™s corresponding rise as a political organization, have been greatly exaggerated, according to ESPN President John Skipper.	2017-09-15	2017-09-15
121	http://www.breitbart.com/texas/2017/09/16/rather-die-deported-say-hunger-striking-iraqi-detainees/	ICE Detainees on Hunger Strike: â€˜Weâ€™d Rather Dieâ€™ than Be Deported	Iraqi immigrants being detained in an immigration facility in Detroit,Â Michigan, said they would rather die here than be deported to their native country. Seven Iraqi detainees began a hunger strike on Friday to protest their pending deportation.	2017-09-16	2017-09-16
122	http://www.breitbart.com/london/2017/09/16/polish-president-no-doubt-growing-wave-terrorism-linked-migration/?utm_source=facebook&utm_medium=social	Polish President: â€˜There is No Doubt the Growing Wave of Terrorism is Linked to Migrationâ€™	The President of Poland has said â€œThere is no doubt the growing wave of terrorism is linked to migrationâ€ following the latest terror bombing in London.	2017-09-16	2017-09-16
123	http://www.breitbart.com/big-government/2017/09/16/pro-abortion-kaine-slammed-appealing-christians-defend-least/	Pro-Abortion Tim Kaine Slammed for Appealing to Christians to Defend â€˜Leastâ€™ Among Us	A leadingÂ Christian pastor has called out Sen. Tim Kaineâ€™s â€œhypocrisyâ€ for summoning Christians to care for the most vulnerable among us while publicly supporting abortion on demand.	2017-09-16	2017-09-16
124	http://www.breitbart.com/big-journalism/2017/09/15/nolte-nbc-news-launches-media-site-staffs-it-with-yawn-leftists/?utm_source=facebook&utm_medium=social	Nolte: NBC News Launches Media Site, Staffs It with *Yawn* Leftists	There will be a whole new set of contributors joining the never-ending masturbation circle that represents our national mediaâ€™s bottomless capacity for self-obsession and self-love.	2017-09-15	2017-09-15
125	http://www.breitbart.com/big-hollywood/2017/09/16/box-office-poison-jennifer-lawrences-mother-crashes-career-low-8m/	Box Office Poison: Jennifer Lawrenceâ€™s â€˜Mother!â€™ Crashes to Career Low $8M	Although the entertainment media will never admit it, will do everything in its sycophantic power to write all around it (see: Line, Dead), the chickens have finally come home to roost for Jennifer Lawrenceâ€™s hateful mouth.	2017-09-16	2017-09-16
126	http://www.breitbart.com/video/2017/09/15/maher-none-of-trumps-properties-were-damaged-by-hurricane-irma-which-shows-there-is-no-god/?utm_source=facebook&utm_medium=social	Maher: None of Trumpâ€™s Properties Were Damaged by Hurricane Irma, Which Shows â€˜There Is No Godâ€™	On Fridayâ€™s broadcast of HBOâ€™s â€œReal Time,â€ host Bill Maher stated the fact that none of President Trumpâ€™s properties in the path of Hurricane Irma were damaged by the storm shows that God doesnâ€™t exist.	2017-09-15	2017-09-15
127	http://www.breitbart.com/video/2017/09/14/podesta-more-border-security-for-permanent-daca-good-trump-should-push-forward-with-it/?utm_source=facebook&utm_medium=social	Podesta: More Border Security for Permanent DACA â€˜Goodâ€™ â€“ Trump â€˜Should Push Forward With Itâ€™	On Thursdayâ€™s broadcast of MSNBCâ€™s â€œAll In,â€ former Clinton Campaign Chairman John Podesta argued President Trump should â€œpush forwardâ€ with the deal he reportedly struck with Congressional Democratic leaders and more border security in exchange for making DACA permanent would be good for the country.	2017-09-14	2017-09-14
128	http://www.breitbart.com/tech/2017/09/15/police-union-officials-slam-antifa-professor-who-tweeted-he-was-proud-to-teach-future-dead-cops/	Police Union Officials Slam Antifa Professor Who Tweeted He Was Proud to Teach â€˜Future Dead Copsâ€™	A professor at the John Jay College of Criminal Justice in New York City has come under fire after tweeting that he is proud to teach â€œfuture dead cops.â€	2017-09-15	2017-09-15
129	http://www.breitbart.com/big-government/2017/09/15/nightmare-daca-amnesty-dream-act-will-cost-115-billion-thanks-to-obamacare/	Nightmare: DACA Amnesty DREAM Act Will Cost $115 Billion Thanks to Obamacare	Taxpayers in the United States will face a steep bill if the Trump administration signs legislation to extend legal status to so-called â€œDreamers,â€ the illegal aliens who arrived as children and are now protected under the Obama-holdover unlawful executive order known as DACA.	2017-09-15	2017-09-15
130	http://www.breitbart.com/big-hollywood/2017/09/15/mother-review-tedious-attack-christians-defense-mother-earth/?utm_source=facebook&utm_medium=social	â€˜Mother!â€™ Review: Stylish But Tedious Lecture Against Christianity In Defense of Mother Earth	Because I have been away for a while, and at the risk of sounding defensive, before we go any further, let me re-establish my bona fides. I love movies. Period. Whether or not those movies confirm with my worldview, moral or political, makes me no nevermind. Alternately, I do not automatically gush over the rare movie aimed at Christians or conservatives. The movie is the thing. It either works as art, or it does not.	2017-09-15	2017-09-15
131	http://www.breitbart.com/video/2017/09/12/mnuchin-trumps-corporate-tax-rate-goal-may-not-achievable/?utm_source=facebook&utm_medium=social	Mnuchin: Trumpâ€™s Corporate Tax Rate Goal May Not Be Achievable	Tuesday on CNBCâ€™s â€œSquawk Box,â€ Treasury Secretary Steven Mnuchin said he may not â€œbe able to achieveâ€ President Donald Trumpâ€™s goal of lowering the corporate tax rate to 15 percent.	2017-09-12	2017-09-12
132	http://www.breitbart.com/national-security/2017/09/10/bannon-president-trump-knows-russians-not-good-guys/?utm_source=facebook&utm_medium=social	Steve Bannon: President Trump â€˜Knows the Russians Are Not Good Guysâ€™	President Trump knows that the Russians â€œare not good guys,â€ but he would rather spend money fixing problems at home than on picking fights abroad, Steve Bannon, the presidentâ€™s former chief strategist and executive chair of Breitbart News, said in an interview Sunday.	2017-09-10	2017-09-10
133	http://www.breitbart.com/big-government/2017/09/11/ex-hillary-adviser-dems-must-double-down-on-identity-politics/?utm_source=facebook&utm_medium=social	Ex-Hillary Adviser: Dems Must Double Down on â€˜Identity Politicsâ€™	In what may be music to the ears of former White House Chief Strategist Bannon, former Hillary Clinton adviser Zerlina Maxwell urged Democrats to double down on â€œidentity politicsâ€ during an MTP Daily discussion on Monday.	2017-09-11	2017-09-11
134	http://www.breitbart.com/big-government/2017/09/13/protesters-toting-black-lives-matter-signs-cover-uvas-thomas-jefferson-statue/?utm_source=facebook&utm_medium=social	Protesters Toting Black Lives Matter Signs Cover UVAâ€™s Thomas Jefferson Statue in Black Shroud	A group of protesters toting â€œBlack Lives Matterâ€ signs covered up a statue of Thomas Jefferson at University of Virginia Tuesday night in a black shroud following violent protests in Charlottesville, Virginia, last month.	2017-09-13	2017-09-13
136	http://www.breitbart.com/video/2017/09/14/tucker-carlson-no-reason-optimistic-trumps-deal-daca/?utm_source=facebook&utm_medium=social	Tucker Carlson: â€˜No Reason to Be Optimisticâ€™ About Trumpâ€™s Deal on DACA	For the opening monologue of his Thursday night broadcast of Fox News Channelâ€™s â€œTucker Carlson Tonight,â€ host Tucker Carlson criticized the reported deal President Donald Trump made with House Minority Leader Nancy Pelosi and Senate Minority Leader Chuck Schumer over theÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-14	2017-09-14
137	http://www.breitbart.com/video/2017/09/14/michael-moore-obstructing-trump-not-well/?utm_source=facebook&utm_medium=social	Michael Moore: We Are Obstructing Trump Because He Is â€˜Not Wellâ€™	Thursday night on MSNBCâ€™s â€œAll In,â€ liberal documentary filmmaker Michael Moore said there was a resistance movement to President Donald Trump because he is â€œnot well.â€	2017-09-14	2017-09-14
138	http://www.breitbart.com/radio/2017/09/15/dsouza-the-left-isnt-just-tearing-down-history-theyre-rewriting-it/?utm_source=facebook&utm_medium=social	Dâ€™Souza: The Left Isnâ€™t Just Tearing Down History, Theyâ€™re Rewriting It	Bestselling author and filmmaker Dinesh Dâ€™Souza spoke with Breitbart News Daily SiriusXM host Raheem Kassam regarding the leftâ€™s assault on monuments, including protesters who recently shrouded a statue of Thomas Jefferson at the University of Virginia in black.	2017-09-15	2017-09-15
139	http://www.breitbart.com/video/2017/09/15/hillary-clinton-trump-given-lot-encouragement-rhetorical-support-kkk/	Hillary Clinton: Trump â€˜Has Given a Lot of Encouragement and Rhetorical Supportâ€™ to the KKK	Friday on PBSâ€™s â€œNewsHour,â€ former Democratic presidential candidate Hillary Clinton said President Donald Trump had given a lot of â€œencouragement and rhetorical supportâ€ to the Ku Klux Klan.	2017-09-15	2017-09-15
140	http://www.breitbart.com/big-government/2017/09/14/report-daca-amnesty-trigger-flood-4-6-m-foreign-nationals-not-800k/	Report: DACA Amnesty May Trigger Flood of 4-6M Foreign Nationals, Not 800K	Should President Trump follow through on a deal where nearly 800,000 illegal aliens are allowed to remain in the United States and eventually obtain U.S. citizenship, research shows it would create a flood of fourÂ to sixÂ million chain migrants coming to the United States.	2017-09-14	2017-09-14
141	http://www.breitbart.com/video/2017/09/14/nyts-peters-trumps-new-best-friend-pelosi-is-going-to-impeach-him-if-she-gets-the-house-back/?utm_source=facebook&utm_medium=social	NYTâ€™s Peters: Trumpâ€™s â€˜New Best Friendâ€™ Pelosi â€˜Is Going to Impeach Him if She Gets the House Backâ€™	On Thursdayâ€™s broadcast of â€œMSNBC Live,â€Â New York TimesÂ politicalÂ reporter and MSNBC ContributorÂ Jeremy Peters stated that House Minority Leader Representative Nancy Pelosi (D-CA), who he dubbed â€œthe presidentâ€™s new best friend,â€ will impeach President Trump if Democrats win the majority in the House.	2017-09-14	2017-09-14
142	http://www.breitbart.com/tech/2017/09/15/amazon-web-services-now-approved-to-host-defense-department-secrets/	Amazon Web Services Now Approved to Host Defense Department Secrets	The United States Department of Defense has granted provisional authorization for Amazon to host â€œImpact Level 5â€ workloads.	2017-09-15	2017-09-15
143	http://www.breitbart.com/california/2017/09/14/california-school-usa-chant-sporting-events-send-unintended-message/?utm_source=facebook&utm_medium=social	California School: â€˜USAâ€™ Chant at Sporting Events Could Send â€˜Unintended Messageâ€™	A California high school is warning its students that chanting â€œUSAâ€ at sporting events could send an â€œunintended messageâ€ to students.	2017-09-14	2017-09-14
144	http://www.breitbart.com/london/2017/09/15/allahu-akbar-man-dressed-black-attacks-women-france/?utm_source=facebook&utm_medium=social	â€˜Allahu Akbarâ€™: Man Attacks Women With Hammer in France	A man wielding a hammer has attacked and injured two women in France while shouting â€œAllahu Akbarâ€ (Arabic for â€˜my God is greatestâ€™).	2017-09-15	2017-09-15
145	http://www.breitbart.com/big-government/2017/09/15/bill-cassidy-nearly-has-the-votes-for-obamacare-block-grant-repeal-bill/	Bill Cassidy Nearly Has the Votes for Obamacare Block Grant Repeal Bill	Sen. Bill Cassidy (R-LA) told reporters on Friday that he almost has the votes to pass his Republican coalitionâ€™s new legislation to repeal and replace Obamacare through block grants.	2017-09-15	2017-09-15
146	http://www.breitbart.com/video/2017/09/15/watch-boxer-punched-opponents-son-groin-weigh/?utm_source=facebook&utm_medium=social	Watch: Boxer Punched by Opponentâ€™s Son in Groin During Weigh-in	Billy Joe Saunders and Willie Monroe Jr. are set to square off Saturday in a WBO middleweight title bout, but one side is already taking cheap shots as Saundersâ€™ seven-year-old son, Stevie, punched MonroeÂ in the groin.	2017-09-15	2017-09-15
147	http://www.breitbart.com/video/2017/09/15/coulter-trump-daca-deal-doomsday-scenario-might-time-third-party/?utm_source=facebook&utm_medium=social	Coulter on Trump DACA Deal: â€˜Doomsday Scenario,â€™ â€˜Might Be Time for a Third Partyâ€™	Thursday on Lars Larsonâ€™s radio show, conservative commentator Ann Coulter reacted to President Donald Trumpâ€™s reported deal on with Senate Minority Leader Chuck Schumer (D-NY) and House Minority Leader Nancy Pelosi (D-CA) on theÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-15	2017-09-15
148	http://www.breitbart.com/radio/2017/09/15/mark-levin-huge-mistake-trump-cut-deals-schumer-pelosi-two-evil-politicians-ever/?utm_source=facebook&utm_medium=social	Mark Levin: Huge Mistake for Trump to Cut DACA Deal with Schumer and Pelosi, â€˜Two of the Most Evil Politicians Everâ€™	Author and radio host Mark Levin was a guest on Fridayâ€™s Breitbart News Daily with SiriusXM host Raheem Kassam. Levin stressed the importance of criticizing President Trump for his apparent collapse on amnesty for DACA illegal aliens, much as President Reaganâ€™s strong supporters were not afraid to criticize him when they felt he was losing focus on his principles.	2017-09-15	2017-09-15
149	http://www.breitbart.com/big-government/2017/09/15/exclusive-boy-got-wish-mow-white-house-lawn-really-cool-meet-trump-retweeted-me/	Exclusive â€” Boy Who Got Wish to Mow White House Lawn: â€˜It Was Really Coolâ€™ to Meet President Trump, â€˜Especially After He Retweeted Meâ€™	WASHINGTON, DC â€”Â Frank â€œFXâ€ Giaccio, of Falls Church, Virginia, the 11-year-old who had his wish to mow the White House lawn granted on Friday, told Breitbart News that it was â€œreally coolâ€ to meet President Donald Trump, â€œespecially after he retweeted me.â€	2017-09-15	2017-09-15
150	http://www.breitbart.com/video/2017/09/15/laura-ingraham-maybe-were-going-to-have-to-primary-this-president-in-2020/?utm_source=facebook&utm_medium=social	Laura Ingraham: â€˜Maybe Weâ€™re Going to Have to Primary This President in 2020â€™	Friday on her nationally syndicated radio show, conservative talker Laura Ingraham shared some of the reactions she had gotten from her listeners about President Donald Trumpâ€™s reported deal with Senate Minority Leader Chuck Schumer (D-NY) and House Minority Leader Nancy Pelosi (D-CA) over theÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-15	2017-09-15
151	http://www.breitbart.com/video/2017/09/15/robert-deniro-disgusting-trump-administration-wont-say-global-warming-behind-hurricanes/?utm_source=facebook&utm_medium=social	Robert De Niro: â€˜Disgustingâ€™ Trump Administration Wonâ€™t Say Global Warming Behind Hurricanes	Friday on CNN, actor Robert De Niro said it was â€œdisgustingâ€ that President Donald Trump and his administration would not link the devastation of Hurricane Irma to climate change.	2017-09-15	2017-09-15
152	http://www.breitbart.com/big-government/2017/09/15/republicans-rejected-daca-deal-ten-years-already/?utm_source=facebook&utm_medium=social	Republicans Have Rejected This DACA Deal for Ten Years Already	The deal that President Donald Trump is discussing with Democrats, which wouldÂ allowÂ Deferred Action for Childhood Arrivals (DACA) recipients to stay in exchange for more border security, is one Republicans have rejected for the past decade.	2017-09-15	2017-09-15
153	http://www.breitbart.com/big-government/2017/09/15/donald-trump-high-fives-11-year-old-frank-giaccio-came-mow-white-house-lawn/?utm_source=facebook&utm_medium=social	Donald Trump High Fives 11-Year-Old Frank Giaccio Who Came to Mow White House Lawn	President Donald Trump stopped by to greet 11-year-old Frank Giaccio after the boy came to the White House to mow the lawn.	2017-09-15	2017-09-15
154	http://www.breitbart.com/big-government/2017/09/15/florida-millionaire-opens-mansion-70-homeless-foster-children-irma/?utm_source=facebook&utm_medium=social	Florida Millionaire Opens Mansion to 70 Homeless Foster Children amid Irma	AÂ South Florida millionaire opened hisÂ Boca Raton mansion to dozens of foster children made homeless by the devastation of Hurricane Irma, NBC Miami reported.	2017-09-15	2017-09-15
155	http://www.breitbart.com/texas/2017/09/15/sanctuary-city-murder-teen-illegal-immigrant-killed-cops-stolen-gun-police-say/?utm_source=facebook&utm_medium=social	Sanctuary City Murder: Teen Illegal Immigrant Kills with Copâ€™s Stolen Gun, Police Say	An illegal immigrant being monitored by immigration officials is now accused of murder in the sanctuary city of San Francisco, California.	2017-09-15	2017-09-15
157	http://www.breitbart.com/big-government/2017/09/15/james-comeys-testimony-comes-back-to-haunt-him-as-senator-threatens-subpoena/	James Comeyâ€™s Testimony Comes Back to Haunt Him as Senator Threatens Subpoena	Former FBI Director James Comey may have perjured himself when he told lawmakers last September that he made his decision not to recommend criminal charges against Hillary Clinton after he interviewed her.	2017-09-15	2017-09-15
158	http://www.breitbart.com/big-government/2017/09/15/trump-slams-politics-bad-programming-espn-jemele-hill-tweet/?utm_source=facebook&utm_medium=social	Donald Trump Slams Politics and â€˜Bad Programmingâ€™ at ESPN After Jemele Hill Tweet	President Donald Trump took a shot at ESPN on Friday after one of its hosts called him a white supremacist.	2017-09-15	2017-09-15
159	http://www.breitbart.com/sports/2017/09/15/president-trump-espn-apologize-untruth/?utm_source=facebook&utm_medium=social	President Trump to ESPN: â€˜Apologize for Untruth!â€™	In a tweet sent early Friday morning, President Trump both demanded an apology from ESPN, and explained why the network has experienced record subscriber losses.	2017-09-15	2017-09-15
160	http://www.breitbart.com/video/2017/09/14/hillary-trump-poses-a-clear-and-present-danger-admires-authoritarians/?utm_source=facebook&utm_medium=social	Hillary: Trump Poses â€˜A Clear and Present Dangerâ€™ â€“ â€˜Admires Authoritariansâ€™	On Thursdayâ€™s broadcast of MSNBCâ€™s â€œRachel Maddow Show,â€ former Democratic presidential nominee Hillary Clinton stated President Trump poses â€œa clear and present dangerâ€ to the country and has an admiration for authoritarians.	2017-09-14	2017-09-14
161	http://www.breitbart.com/california/2017/09/14/national-anthem-buffalo-wild-wings/?utm_source=facebook&utm_medium=social	Outraged Customers: National Anthem Muted to Start NFL Game at Buffalo Wild Wings Franchise	Outraged customers at a Riverside County, California,Â Buffalo Wild Wings claim an employee silenced the National Anthem as Mondayâ€™s NFL game began.	2017-09-14	2017-09-14
162	http://www.breitbart.com/big-government/2017/09/14/missouri-state-sen-censured-urged-to-resign-following-trump-assassination-post/?utm_source=facebook&utm_medium=social	Missouri State Sen. Censured, Urged to Resign Following Trump Assassination Post	Missouri State Sen.Â Maria Chappelle-Nadal (D-St. Louis) has been censured Wednesday after state lawmakers decidedÂ to formally reprimand her for a Facebook post she made calling for President Trumpâ€™s assassination.	2017-09-14	2017-09-14
163	http://www.breitbart.com/big-government/2017/09/14/rice-admits-unmasking-trump-team-obama-administration-felt-misled/?utm_source=facebook&utm_medium=social	Susan Rice Admits Unmasking Trump Team After Denying Knowing Anything	Susan Rice admitted to lawmakers last week that she unmasked Trump transition team officials even though earlier this year she denied knowing anything about it.	2017-09-14	2017-09-14
164	http://www.breitbart.com/tech/2017/09/14/harvard-hires-intelligence-leaker-chelsea-manning-as-visiting-fellow/?utm_source=facebook&utm_medium=social	Harvard Hires Convicted Intelligence Leaker Chelsea Manning as Visiting Fellow	Harvard University has announced they have hired convicted intelligence leaker Chelsea Manning as a visiting fellow at their Institute of Politics.	2017-09-14	2017-09-14
165	http://www.breitbart.com/big-government/2017/09/14/jimmy-carter-comes-swinging-defend-trump-daca/?utm_source=facebook&utm_medium=social	Jimmy Carter Comes Out Swinging to Defend Trump on DACA	Former Democrat President Jimmy Carter jumped to President Donald Trumpâ€™s defense Wednesday, praising the New Yorker for not doing away with President Obamaâ€™s DACA immigration policy in one shot.	2017-09-14	2017-09-14
166	http://www.breitbart.com/video/2017/09/14/levin-on-daca-deal-i-dont-know-what-kind-of-art-of-the-deal-this-is-must-be-abstract-art-of-the-deal-because-im-not-seeing-it/?utm_source=facebook&utm_medium=social	Levin on DACA Deal: â€˜I Donâ€™t Know What Kind of Art of the Deal This Is â€” Must Be Abstract Art of the Deal Because Iâ€™m Not Seeing Itâ€™	Thursday on his nationally syndicated radio show, conservative talker Mark Levin questioned the reported deal between President Donald Trump and Democratic congressional leaders Nancy Pelosi and Chuck Schumer apparently made a night earlier on theÂ Deferred Action for Childhood Arrivals (DACA) immigration policy.	2017-09-14	2017-09-14
167	http://www.breitbart.com/london/2017/09/15/anti-terror-police-officer-attacked-knife-wielding-assailant-paris/?utm_source=facebook&utm_medium=social	â€˜Shouting Allahâ€™: Soldier Attacked by Knife-Wielding Assailant in Paris	A man armed with a knife attacked a French anti-terror soldier outside of a Paris metro station, with reports that the assailant made â€˜references to Allah and Islamic Stateâ€™.	2017-09-15	2017-09-15
168	http://www.breitbart.com/video/2017/09/13/nea-teachers-union-president-children-are-crying-because-they-are-afraid-of-trump/?utm_source=facebook&utm_medium=social	NEA Teachersâ€™ Union President: Children Are â€˜Cryingâ€™ Because They Are â€˜Afraidâ€™ of Trump	Last week at the National Press Club, National Education Association president Lily Eskelsen Garcia claimed teachers were having to â€œcomfort crying children because they are afraidâ€ of President Donald Trump.	2017-09-13	2017-09-13
169	http://www.breitbart.com/london/2017/09/15/explosion-tube-parsons-green-station/	Terror in London: Passengers Injured as Device Detonates on Tube, Islamic State Claims Responsibility, Manhunt Underway	Islamic Stateâ€™s news agency Amaq has said the terror group has taken responsibility for the bombing on a Parsons Green underground train.	2017-09-15	2017-09-15
170	http://www.breitbart.com/big-government/2017/09/15/teacher-compared-maga-slogan-swastika-removed-classroom/	Teacher Who Compared â€˜MAGAâ€™ Slogan to Swastika Removed from Her Classroom	A Georgia high school teacher who compared President Trumpâ€™s campaign slogan â€œMake America Great Againâ€ to a swastika has been stripped of her teaching duties.	2017-09-15	2017-09-15
171	http://www.breitbart.com/california/2017/09/14/berkeley-city-council-gives-police-green-light-pepper-spray-violent-protesters/?utm_source=facebook&utm_medium=social	Berkeley City Council Gives Police Green Light to Use Pepper Spray on Violent Protesters	The Berkeley, California, city council gave police officers the go-ahead after a vote Tuesday evening to use pepper spray on violent protesters.	2017-09-14	2017-09-14
172	http://www.breitbart.com/big-government/2017/09/14/9-family-members-of-americans-killed-by-illegal-aliens-respond-to-possible-daca-deal-with-democrats/?utm_source=facebook&utm_medium=social	9 Family Members of Americans Killed by Illegal Aliens Respond to Possible DACA Deal with Democrats	WASHINGTON, D.C. â€” Nine Americans who have lost loved ones at the hands of illegal aliens spoke out in response to reports out of a Wednesday night dinner meeting between President Donald Trump, Senate Minority Leader Chuck Schumer, and House Minority Leader Nancy Pelosi that the discussions involved a deal to shield DACA illegal aliens from deportation.	2017-09-14	2017-09-14
173	http://www.breitbart.com/big-government/2017/09/13/report-donald-trump-liked-steve-bannons-articulate-forceful-60-minutes-interview/?utm_source=facebook&utm_medium=social	Report: Donald Trump Liked Steve Bannonâ€™s â€˜Articulate and Forcefulâ€™ 60 Minutes Interview	President Donald Trump watched and enjoyed Steve Bannonâ€™s interview with CBS anchor Charlie Rose on 60 Minutes,Â according to a report.	2017-09-13	2017-09-13
174	http://www.breitbart.com/big-hollywood/2017/09/12/real-housewives-star-blasted-photo-private-jet-ride-hurricane-irma/?utm_source=facebook&utm_medium=social	â€˜Real Housewivesâ€™ Star Slammed for Photo of Private Jet Ride During Hurricane Irma	Real Housewives of Miami star Lisa Hochstein came under fire on social media this week after posting a photo to Instagram in which she posed in front of the private jet carrying her and her family awayÂ ahead of the impact of Hurricane Irma.	2017-09-12	2017-09-12
175	http://www.breitbart.com/california/2017/09/14/hepatitis-outbreak-death-toll-hits-16-san-diego-pitching-tents-for-homeless/?utm_source=facebook&utm_medium=social	Hepatitis Outbreak Death Toll Hits 16, San Diego Pitching Tents for Homeless	Hepatitis A has claimed yet another life as San Diego city and county officials scramble for solutions amid an uncontrolled outbreak that has now killed 16, and infected just over 400 people.	2017-09-14	2017-09-14
176	http://www.breitbart.com/big-journalism/2017/09/13/nolte-flashback-admitted-occultist-sally-quinn-ridiculed-sarah-palins-christian-faith/?utm_source=facebook&utm_medium=social	Nolte: Flashback â€” Admitted Occultist Sally Quinn Ridiculed Sarah Palinâ€™s Christian Faith	Back in 2009, when journalist/socialite Sally Quinn used the pages of the leftwing Washington Post to blast former-Governor Sarah Palinâ€™s Christian faith, all we knew about Quinn was that she was a committed atheist (this is someone the Washington Post thought should run its religious section).	2017-09-13	2017-09-13
177	http://www.breitbart.com/national-security/2017/09/14/reports-north-korea-launches-missile-over-japan-from-pyongyang/	Reports: North Korea Launches Missile Over Japan from Pyongyang	North Korea reportedly launched another missile over Japan Thursday, the latest act of aggression from the rogue regime just days after the United Nations Security Council imposed a fresh round of sanctions on the country.	2017-09-14	2017-09-14
178	http://www.breitbart.com/big-government/2017/09/14/9-lies-about-daca-trump-is-buying-into/	9 Lies About DACA Trump Is Buying Into	Since President Trumpâ€™sÂ reversal on an Obama-created temporary amnesty program and his reported permanent amnesty deal-making with Democrats on the issue, the administration is now touting the success of those illegal aliens.	2017-09-14	2017-09-14
179	http://www.breitbart.com/video/2017/09/14/sharpe-racism-banner-fenway-thats-beautiful-banner/?utm_source=facebook&utm_medium=social	Sharpe on Racism Banner at Fenway: â€˜Thatâ€™s a Beautiful Bannerâ€™	Fox Sports 1 â€œUndisputedâ€ co-host Shannon Sharpe praised the large banner that read â€œRacism is as American as Baseballâ€ that was presented at Wednesdayâ€™s Boston Red Sox game, calling it a â€œbeautiful banner.â€	2017-09-14	2017-09-14
180	http://www.breitbart.com/video/2017/09/14/watch-breitbarts-pollak-lays-out-deal-breakers-for-trumps-base-on-daca-deal/?utm_source=facebook&utm_medium=social	Watch: Breitbartâ€™s Pollak Lays Out â€˜Deal-Breakersâ€™ for Trumpâ€™s Base on DACA Deal	In an appearance on MSNBC on Thursday, Breitbart News senior editor at large Joel B. Pollak told network host Ali Velshi that there were â€œthree deal-breakersâ€ for Trump supporters on any DACA deal.	2017-09-14	2017-09-14
181	http://www.breitbart.com/tech/2017/09/14/leftists-never-trumpers-gloat-over-maga-voters-daca-dismay/	Leftists, Never-Trumpers Gloat over MAGA Votersâ€™ DACA Dismay	Leftists and Never-Trumpers took to Twitter to ridicule President Donald Trumpâ€™s supporters after news broke Thursday night of a pro-amnesty deal struck with Democrat lawmakers â€” which many Trump voters saw as a broken campaign promise.	2017-09-14	2017-09-14
182	http://www.breitbart.com/tech/2017/09/13/article-about-trumps-handshakes-appears-on-front-page-of-wikipedia-after-minority-block-deletion/	Wikipedia Features Front-Page Article Criticizing President Trumpâ€™s Handshakes	Following a contentious vote on deleting an unflattering Wikipedia article focused entirely on President Trumpâ€™s allegedly â€œunusualâ€ handshakes	2017-09-13	2017-09-13
183	http://www.breitbart.com/video/2017/09/14/rand-trump-changing-course-on-immigration-at-his-own-peril-his-base-will-be-very-very-unhappy/?utm_source=facebook&utm_medium=social	Rand: Trump â€˜Changing Courseâ€™ on Immigration â€˜At His Own Peril,â€™ â€˜His Base Will Be Very, Very Unhappyâ€™	On Thursdayâ€™s â€œLaura Ingraham Show,â€ Senator Rand Paul (R-KY) reacted to President Trumpâ€™s reported deal with Democratic Congressional leaders on immigration by stating that Trump might have â€œPotomac Feverâ€ and is changing his mind â€œat his own perilâ€ and predicted â€œhis base will be very, very unhappy with this.â€	2017-09-14	2017-09-14
